Law ID,State,ST,Year,Suicides,Homicides,len_text,sentiment_score,Income,Pop,DEM_Perc,GOP_Perc,HuntLic,UniqueID,GunsAmmo,avg_own_est,SuicidesB3,HomicidesB3,SuicidesA3,HomicidesA3
PA1035,Pennsylvania,PA,1995,6.66,4.35,664,0.559279978,34524,12044780,0.555,0.445,0.43524631,Pennsylvania_1995,0.083378086,0.499336075,6.23,4.36,6.21,4.236666667
PA1036,Pennsylvania,PA,2006,5.58,4.96,934,0.519539535,48477,12510809,0.513,0.487,0.454240265,Pennsylvania_2006,0.256622059,0.325146509,5.666666667,4.25,5.746666667,4.356666667
PA1037,Pennsylvania,PA,2006,5.58,4.96,1165,0.574029863,48477,12510809,0.513,0.487,0.454240265,Pennsylvania_2006,0.256622059,0.325146509,5.666666667,4.25,5.746666667,4.356666667
PA1045,Pennsylvania,PA,1994,6.04,4.11,1133,0.547288954,32066,12042545,0.555,0.445,0.433189369,Pennsylvania_1994,0.146215758,0.368269439,6.306666667,4.283333333,6.403333333,4.446666667
PA1046,Pennsylvania,PA,1998,6.08,3.72,755,0.561921239,39015,12002329,0.552,0.448,0.434364884,Pennsylvania_1998,0.03115171,0.343979383,6.403333333,4.446666667,5.636666667,3.73
RI1011,Rhode Island,RI,1995,3.32,2.19,1616,0.587171495,35359,989203,0.618,0.382,0.175007382,Rhode Island_1995,-1.400156926,0.184357337,2.676666667,2.246666667,2.696666667,1.27
RI1015,Rhode Island,RI,1999,3.29,2.02,874,0.543791533,42719,990819,0.69,0.31,0.175391413,Rhode Island_1999,-1.198207149,0.127507526,2.696666667,1.27,2.526666667,2.286666667
RI1032,Rhode Island,RI,1999,3.29,2.02,874,0.543791533,42719,990819,0.69,0.31,0.175391413,Rhode Island_1999,-1.198207149,0.127507526,2.696666667,1.27,2.526666667,2.286666667
RI1036,Rhode Island,RI,2005,1.68,1.84,799,0.597634912,49484,1067916,0.606,0.394,0.170363782,Rhode Island_2005,-1.577338595,0.133336523,1.91,1.953333333,2.176666667,1.58
RI1037,Rhode Island,RI,2018,2.05,1.16,758,0.586801887,62266,1059338,0.582,0.418,,Rhode Island_2018,,,3.1,1.03,0,0
RI1038,Rhode Island,RI,2018,2.05,1.16,758,0.586801887,62266,1059338,0.582,0.418,,Rhode Island_2018,,,3.1,1.03,0,0
RI1045,Rhode Island,RI,1994,2.52,2.46,1133,0.547288954,31928,993412,0.618,0.382,0.172559518,Rhode Island_1994,-1.065434519,0.472959361,2.86,2.173333333,2.996666667,1.673333333
RI1046,Rhode Island,RI,1998,2.42,0.98,755,0.561921239,40686,987704,0.69,0.31,0.173810598,Rhode Island_1998,-1.614225294,0.195122365,2.996666667,1.673333333,2.696666667,2.173333333
RI1057,Rhode Island,RI,1997,2.36,1.37,226,0.505851865,34797,986966,0.69,0.31,0.170341146,Rhode Island_1997,-1.800414459,0.159051972,3.05,2.036666667,2.743333333,1.86
RI1058,Rhode Island,RI,1997,2.36,1.37,226,0.505851865,34797,986966,0.69,0.31,0.170341146,Rhode Island_1997,-1.800414459,0.159051972,3.05,2.036666667,2.743333333,1.86
SC1005,South Carolina,SC,1996,9.25,6.45,282,0.552294433,34665,3738974,0.468,0.532,0.238276864,South Carolina_1996,-0.716574264,0.474499814,8.816666667,6.35,7.82,5.71
SC1007,South Carolina,SC,2006,7.01,6.25,294,0.621437907,39617,4357847,0.414,0.586,0.304822497,South Carolina_2006,-0.782366655,0.378914279,7.593333333,5.466666667,7.246666667,5.483333333
SC1017,South Carolina,SC,2013,9.23,5.31,123,0.562482893,43563,4766469,0.446,0.554,0.266928942,South Carolina_2013,-0.434369648,0.540648903,8.493333333,5.496666667,9.506666667,6.736666667
SC1023,South Carolina,SC,1994,8.96,7.23,1133,0.547288954,29846,3666456,0.454,0.546,0.244816766,South Carolina_1994,-0.928080415,0.532134061,9.26,7.45,8.406666667,5.73
SC1024,South Carolina,SC,1998,8.35,5.8,755,0.561921239,33267,3839578,0.468,0.532,0.232411534,South Carolina_1998,-0.606894684,0.373584263,8.406666667,5.73,7.42,5.056666667
SC1029,South Carolina,SC,1998,8.35,5.8,201,0.513677359,33267,3839578,0.468,0.532,0.232411534,South Carolina_1998,-0.606894684,0.373584263,8.406666667,5.73,7.42,5.056666667
SC1032,South Carolina,SC,1998,8.35,5.8,125,0.56286484,33267,3839578,0.468,0.532,0.232411534,South Carolina_1998,-0.606894684,0.373584263,8.406666667,5.73,7.42,5.056666667
SC1035,South Carolina,SC,2009,7.82,5.24,688,0.5567922,41101,4589872,0.455,0.545,0.325014336,South Carolina_2009,-0.698005623,0.435420465,6.976666667,5.82,8.493333333,5.496666667
SD1006,South Dakota,SD,2006,8.96,0.34,89,0.598435223,45427,783033,0.391,0.609,0.57017202,South Dakota_2006,1.08710941,0.433722265,8.146666667,0.756666667,7.103333333,1.06
SD1009,South Dakota,SD,1994,9.11,0.55,90,0.545040607,29733,723038,0.477,0.523,0.76690126,South Dakota_1994,0.388564037,0.570945451,8.68,1.033333333,9.26,0.83
SD1027,South Dakota,SD,2019,,,156,0.504205108,,,0.34,0.66,,South Dakota_2019,,,10.05333333,1.776666667,0,0
SD1031,South Dakota,SD,1994,9.11,0.55,1133,0.547288954,29733,723038,0.477,0.523,0.76690126,South Dakota_1994,0.388564037,0.570945451,8.68,1.033333333,9.26,0.83
SD1032,South Dakota,SD,1998,9.54,0.37,755,0.561921239,32786,730789,0.481,0.519,0.657854361,South Dakota_1998,0.537264386,0.455028406,9.26,0.83,6.606666667,0.773333333
TN1002,Tennessee,TN,1998,9.15,6.1,692,0.593191564,34091,5432679,0.513,0.487,0.39180724,Tennessee_1998,0.25883004,0.439412985,9.13,7.09,8.556666667,5.376666667
TN1005,Tennessee,TN,2009,8.81,5.56,138,0.604405165,40517,6306019,0.424,0.576,0.352820549,Tennessee_2009,-0.012525414,0.427551612,9.016666667,5.513333333,8.933333333,4.926666667
TN1006,Tennessee,TN,1998,9.15,6.1,1210,0.551811159,34091,5432679,0.513,0.487,0.39180724,Tennessee_1998,0.25883004,0.439412985,9.13,7.09,8.556666667,5.376666667
TN1010,Tennessee,TN,1996,9.08,6.54,316,0.56194365,30790,5313576,0.513,0.487,0.400907561,Tennessee_1996,-0.133410448,0.482224653,9.56,7.29,8.966666667,6.156666667
TN1013,Tennessee,TN,2007,8.55,5.61,585,0.575197756,41195,6175727,0.428,0.572,0.412750456,Tennessee_2007,-0.083970432,0.471954748,8.946666667,5.486666667,9.033333333,5.236666667
TN1015,Tennessee,TN,1994,9.62,7.03,478,0.529265761,28639,5163016,0.526,0.474,0.409364405,Tennessee_1994,-0.477373917,0.506513221,9.793333333,7.593333333,9.13,7.09
TN1021,Tennessee,TN,1997,9.07,7.4,88,0.60417366,30636,5378433,0.513,0.487,0.398918604,Tennessee_1997,-0.091382959,0.526260439,9.313333333,6.966666667,8.86,5.666666667
TN1034,Tennessee,TN,2009,8.81,5.56,789,0.505156398,40517,6306019,0.424,0.576,0.352820549,Tennessee_2009,-0.012525414,0.427551612,9.016666667,5.513333333,8.933333333,4.926666667
TN1039,Tennessee,TN,1994,9.62,7.03,1133,0.547288954,28639,5163016,0.526,0.474,0.409364405,Tennessee_1994,-0.477373917,0.506513221,9.793333333,7.593333333,9.13,7.09
TN1040,Tennessee,TN,1998,9.15,6.1,755,0.561921239,34091,5432679,0.513,0.487,0.39180724,Tennessee_1998,0.25883004,0.439412985,9.13,7.09,8.556666667,5.376666667
TN1045,Tennessee,TN,1995,9.24,7.33,497,0.599724174,29015,5241168,0.526,0.474,0.409479822,Tennessee_1995,-0.248781873,0.464096021,9.67,7.373333333,9.1,6.68
TN1048,Tennessee,TN,1991,9.99,7.69,934,0.608351469,24453,4946886,0.418,0.582,0.440910812,Tennessee_1991,-0.5948845,0.55784451,0,0,9.67,7.373333333
TX1004,Texas,TX,1996,8,5.15,357,0.559933662,33072,19006240,0.473,0.527,0.273383709,Texas_1996,-0.434588209,0.485839257,8.87,7.53,6.956666667,4.256666667
TX1006,Texas,TX,2007,6.16,4.22,184,0.592641234,46053,23831983,0.385,0.615,0.239764975,Texas_2007,-0.540671333,0.435748781,6.143333333,4.186666667,6.663333333,3.863333333
TX1008,Texas,TX,1995,8.25,6.18,194,0.532802999,32039,18679706,0.478,0.522,0.279102177,Texas_1995,-0.535953205,0.430995312,9.19,8.523333333,7.506666667,4.736666667
TX1013,Texas,TX,1997,7.32,4.58,142,0.58971417,35075,19355427,0.473,0.527,0.246396327,Texas_1997,-0.489959733,0.534736919,8.54,6.443333333,6.66,3.96
TX1025,Texas,TX,2001,6.85,3.91,293,0.551795006,40860,21319622,0.39,0.61,0.237846556,Texas_2001,-0.541996946,0.365700842,6.66,3.96,6.376666667,4.06
TX1026,Texas,TX,2008,6.44,4.04,761,0.5138219,46490,24309039,0.441,0.559,0.243038896,Texas_2008,-0.549760959,0.319171867,6.126666667,4.263333333,6.766666667,3.556666667
TX1033,Texas,TX,1994,9.37,8,1133,0.547288954,30755,18338319,0.478,0.522,0.279223236,Texas_1994,-0.32833709,0.456218062,9.256666667,9.333333333,7.856666667,5.303333333
TX1034,Texas,TX,1998,7.2,4.48,755,0.561921239,35783,19712389,0.473,0.527,0.24325623,Texas_1998,-0.425724691,0.43736693,7.856666667,5.303333333,6.543333333,3.77
TX1040,Texas,TX,1994,9.37,8,702,0.532663107,30755,18338319,0.478,0.522,0.279223236,Texas_1994,-0.32833709,0.456218062,9.256666667,9.333333333,7.856666667,5.303333333
TX1043,Texas,TX,2016,7.28,4.39,170,0.513856769,58146,27914064,0.452,0.548,0.234763821,Texas_2016,-0.579943251,0.381539895,6.95,3.68,7.705,4.2
TX1046,Texas,TX,2011,6.75,3.12,27,0.551556408,49047,25645504,0.441,0.559,0.233736703,Texas_2011,-0.482400983,0.400755753,6.663333333,3.863333333,6.793333333,3.466666667
TX1047,Texas,TX,2006,5.85,4.28,598,0.501508534,43307,23359580,0.385,0.615,0.22905937,Texas_2006,-0.546272203,0.338125441,6.35,4.18,6.393333333,4.08
UT1002,Utah,UT,1994,9.64,2.04,403,0.501829445,35716,1930436,0.362,0.638,0.43917376,Utah_1994,-0.476586618,0.480811397,9.83,1.523333333,8.766666667,1.806666667
UT1004,Utah,UT,1998,10.13,1.34,370,0.56712091,44299,2100562,0.38,0.62,0.438271184,Utah_1998,-0.027364371,0.395130185,8.766666667,1.806666667,8.59,1.28
UT1006,Utah,UT,1995,8.47,2.4,837,0.599504173,36480,1976774,0.362,0.638,0.442743579,Utah_1995,-0.125459971,0.498458544,9.243333333,1.656666667,9.32,1.453333333
UT1008,Utah,UT,1994,9.64,2.04,129,0.610919416,35716,1930436,0.362,0.638,0.43917376,Utah_1994,-0.476586618,0.480811397,9.83,1.523333333,8.766666667,1.806666667
UT1010,Utah,UT,1993,8.7,1.38,308,0.510734141,35786,1875993,0.362,0.638,0.488311347,Utah_1993,-0.415396328,0.53781678,10.395,1.595,9.053333333,1.98
UT1014,Utah,UT,1993,8.7,1.38,508,0.557575464,35786,1875993,0.362,0.638,0.488311347,Utah_1993,-0.415396328,0.53781678,10.395,1.595,9.053333333,1.98
UT1021,Utah,UT,1994,9.64,2.04,357,0.607051909,35716,1930436,0.362,0.638,0.43917376,Utah_1994,-0.476586618,0.480811397,9.83,1.523333333,8.766666667,1.806666667
UT1025,Utah,UT,1998,10.13,1.34,732,0.514062583,44299,2100562,0.38,0.62,0.438271184,Utah_1998,-0.027364371,0.395130185,8.766666667,1.806666667,8.59,1.28
UT1034,Utah,UT,1993,8.7,1.38,508,0.557575464,35786,1875993,0.362,0.638,0.488311347,Utah_1993,-0.415396328,0.53781678,10.395,1.595,9.053333333,1.98
UT1036,Utah,UT,1995,8.47,2.4,260,0.539391458,36480,1976774,0.362,0.638,0.442743579,Utah_1995,-0.125459971,0.498458544,9.243333333,1.656666667,9.32,1.453333333
UT1037,Utah,UT,1999,7.78,1.39,255,0.50096643,46050,2129836,0.38,0.62,0.412715452,Utah_1999,-0.196301991,0.476546359,9.32,1.453333333,8.746666667,1.206666667
UT1038,Utah,UT,1999,7.78,1.39,255,0.50096643,46050,2129836,0.38,0.62,0.412715452,Utah_1999,-0.196301991,0.476546359,9.32,1.453333333,8.746666667,1.206666667
UT1039,Utah,UT,2000,9.06,0.71,136,0.611907959,47550,2244502,0.283,0.717,0.382728464,Utah_2000,0.130184619,0.551705627,8.896666667,1.416666667,8.553333333,1.48
UT1041,Utah,UT,2018,11.3,1.08,839,0.589327157,77067,3155153,0.374,0.626,,Utah_2018,,,11.28666667,1.51,0,0
UT1042,Utah,UT,2018,11.3,1.08,368,0.651368558,77067,3155153,0.374,0.626,,Utah_2018,,,11.28666667,1.51,0,0
UT1049,Utah,UT,1994,9.64,2.04,1133,0.547288954,35716,1930436,0.362,0.638,0.43917376,Utah_1994,-0.476586618,0.480811397,9.83,1.523333333,8.766666667,1.806666667
UT1050,Utah,UT,1998,10.13,1.34,755,0.561921239,44299,2100562,0.38,0.62,0.438271184,Utah_1998,-0.027364371,0.395130185,8.766666667,1.806666667,8.59,1.28
UT1055,Utah,UT,1995,8.47,2.4,193,0.595922112,36480,1976774,0.362,0.638,0.442743579,Utah_1995,-0.125459971,0.498458544,9.243333333,1.656666667,9.32,1.453333333
UT1057,Utah,UT,1992,9.39,1.55,254,0.522354066,34251,1821498,0.362,0.638,0.467322029,Utah_1992,-0.573924563,0.511232884,11.4,1.64,8.936666667,1.94
UT1058,Utah,UT,1992,9.39,1.55,295,0.560059547,34251,1821498,0.362,0.638,0.467322029,Utah_1992,-0.573924563,0.511232884,11.4,1.64,8.936666667,1.94
UT1059,Utah,UT,1992,9.39,1.55,295,0.560059547,34251,1821498,0.362,0.638,0.467322029,Utah_1992,-0.573924563,0.511232884,11.4,1.64,8.936666667,1.94
UT1061,Utah,UT,1999,7.78,1.39,851,0.551897645,46050,2129836,0.38,0.62,0.412715452,Utah_1999,-0.196301991,0.476546359,9.32,1.453333333,8.746666667,1.206666667
VT1018,Vermont,VT,2001,6.76,1.12,414,0.611487031,40794,612223,0.554,0.446,0.542100831,Vermont_2001,1.105445786,0.41813101,8.133333333,0.863333333,7.7,0.62
VT1019,Vermont,VT,2018,10.45,1.74,1234,0.54215759,70066,624802,0.652,0.348,,Vermont_2018,,,9.29,1.76,0,0
VT1020,Vermont,VT,2018,10.45,1.74,290,0.535176516,70066,624802,0.652,0.348,,Vermont_2018,,,9.29,1.76,0,0
VT1022,Vermont,VT,2018,10.45,1.74,748,0.572404146,70066,624802,0.652,0.348,,Vermont_2018,,,9.29,1.76,0,0
VT1027,Vermont,VT,2018,10.45,1.74,101,0.591972947,70066,624802,0.652,0.348,,Vermont_2018,,,9.29,1.76,0,0
VT1028,Vermont,VT,2018,10.45,1.74,101,0.591972947,70066,624802,0.652,0.348,,Vermont_2018,,,9.29,1.76,0,0
VT1029,Vermont,VT,2018,10.45,1.74,748,0.572404146,70066,624802,0.652,0.348,,Vermont_2018,,,9.29,1.76,0,0
VT1033,Vermont,VT,1994,6.59,0.32,1133,0.547288954,35802,578900,0.603,0.397,0.471243686,Vermont_1994,0.942730159,0.478332024,11.11666667,2.02,7.626666667,1.17
VT1034,Vermont,VT,1998,9.37,0.64,755,0.561921239,39372,590579,0.632,0.368,0.523712565,Vermont_1998,0.549162964,0.413373254,7.626666667,1.17,7.263333333,1.023333333
VT1040,Vermont,VT,1994,6.59,0.32,702,0.532663107,35802,578900,0.603,0.397,0.471243686,Vermont_1994,0.942730159,0.478332024,11.11666667,2.02,7.626666667,1.17
VT1043,Vermont,VT,2018,10.45,1.74,457,0.632075131,70066,624802,0.652,0.348,,Vermont_2018,,,9.29,1.76,0,0
VA1006,Virginia,VA,1995,8.32,5.15,1226,0.579774857,36222,6601392,0.474,0.526,0.361807275,Virginia_1995,-0.200952576,0.478342304,8.55,5.866666667,7.856666667,4.77
VA1008,Virginia,VA,1992,8.98,5.84,175,0.504927576,38198,6383315,0.474,0.526,0.370747162,Virginia_1992,0.080587105,0.480330908,8.84,5.54,8.33,5.636666667
VA1013,Virginia,VA,1993,8.25,5.8,1194,0.556455076,36433,6464795,0.474,0.526,0.360868417,Virginia_1993,-0.113223649,0.416588616,8.91,5.69,8.393333333,5.363333333
VA1016,Virginia,VA,1993,8.25,5.8,183,0.54011178,36433,6464795,0.474,0.526,0.360868417,Virginia_1993,-0.113223649,0.416588616,8.91,5.69,8.393333333,5.363333333
VA1019,Virginia,VA,1991,8.84,5.54,585,0.524303555,36137,6283853,0.396,0.604,0.358518238,Virginia_1991,0.194302426,0.527765433,0,0,8.55,5.866666667
VA1029,Virginia,VA,1997,7.39,5.2,257,0.589691341,42957,6732878,0.489,0.511,0.348931698,Virginia_1997,-0.15051267,0.473135099,8.393333333,5.363333333,7.27,3.976666667
VA1030,Virginia,VA,2008,6.51,3.17,695,0.590024889,61985,7833496,0.532,0.468,0.308146736,Virginia_2008,-0.109749192,0.328034515,6.35,4.023333333,6.833333333,3.22
VA1031,Virginia,VA,2016,7.44,4.28,590,0.565661669,66451,8417651,0.525,0.475,0.308196003,Virginia_2016,-0.168454987,0.354892073,7.033333333,2.973333333,7.485,4.045
VA1036,Virginia,VA,1991,8.84,5.54,585,0.524303555,36137,6283853,0.396,0.604,0.358518238,Virginia_1991,0.194302426,0.527765433,0,0,8.55,5.866666667
VA1041,Virginia,VA,1994,8.42,5.96,1133,0.547288954,37647,6536771,0.474,0.526,0.360729349,Virginia_1994,-0.122792518,0.429027151,8.69,5.726666667,8.05,5.11
VA1042,Virginia,VA,1998,7.74,4.13,755,0.561921239,43354,6789225,0.489,0.511,0.34110952,Virginia_1998,-0.39866814,0.375425377,8.05,5.11,6.85,3.846666667
VA1050,Virginia,VA,2011,7.12,2.85,216,0.519289076,62616,8102437,0.532,0.468,0.306517437,Virginia_2011,-0.24995008,0.452244595,6.63,3.326666667,7.01,2.776666667
VA1051,Virginia,VA,2006,6.31,3.62,308,0.6067819,57119,7673725,0.459,0.541,0.316065051,Virginia_2006,-0.104444548,0.312568991,6.41,4.31,6.35,3.493333333
WA1001,Washington,WA,2014,7.46,1.74,358,0.625808418,59068,7057531,0.573,0.427,0.305250428,Washington_2014,0.169877992,0.279556509,6.933333333,1.603333333,7.33,2.196666667
WA1008,Washington,WA,1994,8.33,3.65,253,0.521007538,33533,5334896,0.576,0.424,0.350524177,Washington_1994,0.853345173,0.383537681,7.993333333,2.87,8.076666667,2.753333333
WA1011,Washington,WA,1994,8.33,3.65,157,0.533769011,33533,5334896,0.576,0.424,0.350524177,Washington_1994,0.853345173,0.383537681,7.993333333,2.87,8.076666667,2.753333333
WA1018,Washington,WA,2014,7.46,1.74,525,0.577317894,59068,7057531,0.573,0.427,0.305250428,Washington_2014,0.169877992,0.279556509,6.933333333,1.603333333,7.33,2.196666667
WA1025,Washington,WA,1994,8.33,3.65,1530,0.555198669,33533,5334896,0.576,0.424,0.350524177,Washington_1994,0.853345173,0.383537681,7.993333333,2.87,8.076666667,2.753333333
WA1026,Washington,WA,1994,8.33,3.65,222,0.557798564,33533,5334896,0.576,0.424,0.350524177,Washington_1994,0.853345173,0.383537681,7.993333333,2.87,8.076666667,2.753333333
WA1027,Washington,WA,2005,6.16,2.19,248,0.572935462,50646,6257305,0.536,0.464,0.37320676,Washington_2005,0.226154048,0.373886413,7.056666667,1.833333333,6.25,1.913333333
WA1028,Washington,WA,2014,7.46,1.74,2092,0.532755375,59068,7057531,0.573,0.427,0.305250428,Washington_2014,0.169877992,0.279556509,6.933333333,1.603333333,7.33,2.196666667
WA1029,Washington,WA,2017,8.15,2.26,178,0.506278038,71540,7427951,0.593,0.407,,Washington_2017,,,7.1,2.023333333,7.43,2.37
WA1030,Washington,WA,2017,8.15,2.26,337,0.591819167,71540,7427951,0.593,0.407,,Washington_2017,,,7.1,2.023333333,7.43,2.37
WA1034,Washington,WA,1994,8.33,3.65,174,0.526359975,33533,5334896,0.576,0.424,0.350524177,Washington_1994,0.853345173,0.383537681,7.993333333,2.87,8.076666667,2.753333333
WA1035,Washington,WA,1994,8.33,3.65,157,0.533769011,33533,5334896,0.576,0.424,0.350524177,Washington_1994,0.853345173,0.383537681,7.993333333,2.87,8.076666667,2.753333333
WA1036,Washington,WA,2019,,,190,0.514545679,,,0.593,0.407,,Washington_2019,,,7.4,2.213333333,0,0
WA1038,Washington,WA,2014,7.46,1.74,693,0.553079545,59068,7057531,0.573,0.427,0.305250428,Washington_2014,0.169877992,0.279556509,6.933333333,1.603333333,7.33,2.196666667
WA1042,Washington,WA,2019,,,793,0.563702881,,,0.593,0.407,,Washington_2019,,,7.4,2.213333333,0,0
WA1043,Washington,WA,1994,8.33,3.65,1133,0.547288954,33533,5334896,0.576,0.424,0.350524177,Washington_1994,0.853345173,0.383537681,7.993333333,2.87,8.076666667,2.753333333
WA1044,Washington,WA,1998,6.73,2.4,755,0.561921239,47421,5687832,0.572,0.428,0.317956188,Washington_1998,0.335244622,0.430752071,8.076666667,2.753333333,7.036666667,1.81
WA1050,Washington,WA,2014,7.46,1.74,358,0.625808418,59068,7057531,0.573,0.427,0.305250428,Washington_2014,0.169877992,0.279556509,6.933333333,1.603333333,7.33,2.196666667
WA1051,Washington,WA,2019,,,234,0.571823418,,,0.593,0.407,,Washington_2019,,,7.4,2.213333333,0,0
WA1053,Washington,WA,2014,7.46,1.74,358,0.625808418,59068,7057531,0.573,0.427,0.305250428,Washington_2014,0.169877992,0.279556509,6.933333333,1.603333333,7.33,2.196666667
WA1054,Washington,WA,2019,,,572,0.51910758,,,0.593,0.407,,Washington_2019,,,7.4,2.213333333,0,0
WA1055,Washington,WA,2019,,,370,0.581994414,,,0.593,0.407,,Washington_2019,,,7.4,2.213333333,0,0
WV1005,West Virginia,WV,2016,12.12,4.62,887,0.555221319,44354,1832435,0.278,0.722,0.560737982,West Virginia_2016,1.074304395,0.607032822,10.75666667,2.86,13.44,4.065
WV1007,West Virginia,WV,2008,8.82,2.15,475,0.588931561,37994,1840310,0.433,0.567,0.566249389,West Virginia_2008,0.882334404,0.524035145,9.756666667,3.066666667,9.936666667,3.136666667
WV1011,West Virginia,WV,1994,9.73,4.7,364,0.615403056,23564,1818490,0.578,0.422,0.595320974,West Virginia_1994,-0.020362421,0.466330131,10.23666667,5.05,10.46,3.433333333
WV1025,West Virginia,WV,2000,9.2,3.11,1257,0.581258893,29411,1807021,0.468,0.532,0.359140005,West Virginia_2000,0.722079018,0.563648969,8.853333333,3.443333333,9.97,3.073333333
WV1026,West Virginia,WV,2001,10.09,2.09,597,0.506397247,29673,1801481,0.468,0.532,0.588163181,West Virginia_2001,0.90937617,0.53240092,8.803333333,3.286666667,10.00666667,3.35
WV1027,West Virginia,WV,2012,10.03,3.97,720,0.57413429,43553,1857446,0.363,0.637,0.574174732,West Virginia_2012,0.870958933,0.567842395,9.936666667,3.136666667,10.75666667,2.86
WV1030,West Virginia,WV,1994,9.73,4.7,364,0.615403056,23564,1818490,0.578,0.422,0.595320974,West Virginia_1994,-0.020362421,0.466330131,10.23666667,5.05,10.46,3.433333333
WV1035,West Virginia,WV,1994,9.73,4.7,1133,0.547288954,23564,1818490,0.578,0.422,0.595320974,West Virginia_1994,-0.020362421,0.466330131,10.23666667,5.05,10.46,3.433333333
WV1036,West Virginia,WV,1998,8.47,3.27,755,0.561921239,26704,1811688,0.584,0.416,0.358855323,West Virginia_1998,0.543126231,0.412156365,10.46,3.433333333,9.343333333,2.893333333
WV1043,West Virginia,WV,1994,9.73,4.7,702,0.532663107,23564,1818490,0.578,0.422,0.595320974,West Virginia_1994,-0.020362421,0.466330131,10.23666667,5.05,10.46,3.433333333
WV1046,West Virginia,WV,2001,10.09,2.09,496,0.60165292,29673,1801481,0.468,0.532,0.588163181,West Virginia_2001,0.90937617,0.53240092,8.803333333,3.286666667,10.00666667,3.35
WI1003,Wisconsin,WI,1991,6.74,2.75,459,0.522645712,31133,4952675,0.518,0.482,0.585571876,Wisconsin_1991,-0.605713736,0.476304605,0,0,6.553333333,2.803333333
WI1007,Wisconsin,WI,2011,5.97,1.6,355,0.553925931,52058,5705840,0.57,0.43,0.70305196,Wisconsin_2011,-0.030160796,0.429247479,6.04,1.763333333,6.276666667,2.19
WI1009,Wisconsin,WI,2011,5.97,1.6,508,0.605317116,52058,5705840,0.57,0.43,0.70305196,Wisconsin_2011,-0.030160796,0.429247479,6.04,1.763333333,6.276666667,2.19
WI1011,Wisconsin,WI,1992,6.11,2.91,539,0.554004133,33308,5004636,0.528,0.472,0.596897768,Wisconsin_1992,-0.551049142,0.483923264,6.74,2.75,6.72,2.753333333
WI1012,Wisconsin,WI,1991,6.74,2.75,1246,0.587168455,31133,4952675,0.518,0.482,0.585571876,Wisconsin_1991,-0.605713736,0.476304605,0,0,6.553333333,2.803333333
WI1014,Wisconsin,WI,1998,5.87,2.13,79,0.565185785,41327,5222124,0.559,0.441,0.587712446,Wisconsin_1998,-0.399320898,0.612812469,6.106666667,2.58,5.66,2.303333333
WI1029,Wisconsin,WI,1994,6.68,2.76,256,0.513621867,35388,5095504,0.528,0.472,0.573440835,Wisconsin_1994,-0.567791539,0.465168561,6.573333333,2.8,6.106666667,2.58
WI1030,Wisconsin,WI,1996,6.44,2.63,547,0.618656218,40001,5173828,0.559,0.441,0.617169878,Wisconsin_1996,-0.484849352,0.462877721,6.72,2.753333333,5.566666667,2.283333333
WI1031,Wisconsin,WI,2002,5.55,2.25,354,0.553078294,45903,5445162,0.501,0.499,0.673847748,Wisconsin_2002,-0.131379907,0.398999179,5.66,2.303333333,5.456666667,2.373333333
WI1032,Wisconsin,WI,2010,6.35,1.89,517,0.582578421,50351,5690538,0.57,0.43,0.694148943,Wisconsin_2010,-0.034283182,0.437199822,5.88,1.916666667,6.34,2.003333333
WI1033,Wisconsin,WI,2010,6.35,1.89,351,0.585520387,50351,5690538,0.57,0.43,0.694148943,Wisconsin_2010,-0.034283182,0.437199822,5.88,1.916666667,6.34,2.003333333
WI1040,Wisconsin,WI,1994,6.68,2.76,1133,0.547288954,35388,5095504,0.528,0.472,0.573440835,Wisconsin_1994,-0.567791539,0.465168561,6.573333333,2.8,6.106666667,2.58
WI1041,Wisconsin,WI,1998,5.87,2.13,755,0.561921239,41327,5222124,0.559,0.441,0.587712446,Wisconsin_1998,-0.399320898,0.612812469,6.106666667,2.58,5.66,2.303333333
WI1050,Wisconsin,WI,2011,5.97,1.6,172,0.509830415,52058,5705840,0.57,0.43,0.70305196,Wisconsin_2011,-0.030160796,0.429247479,6.04,1.763333333,6.276666667,2.19
WI1052,Wisconsin,WI,1995,6.61,2.76,362,0.632812738,40955,5137004,0.528,0.472,0.584022639,Wisconsin_1995,-0.621525324,0.451935019,6.553333333,2.803333333,5.86,2.37
WY1004,Wyoming,WY,1994,16.1,3.23,1124,0.543122888,33140,474982,0.462,0.538,0.604462081,Wyoming_1994,2.504589328,0.611497883,15.64333333,2.056666667,13.68666667,1.963333333
WY1005,Wyoming,WY,2011,14.58,2.16,635,0.512595057,54509,567491,0.334,0.666,0.542044605,Wyoming_2011,2.885945339,0.50607756,14.83,1.87,15.10333333,0
WY1006,Wyoming,WY,2008,15.81,,451,0.613966227,53337,546043,0.334,0.666,0.560387256,Wyoming_2008,3.031595719,0.582073329,12.21333333,1.62,14.42,2.015
WY1018,Wyoming,WY,2009,14.92,1.87,138,0.604405165,52470,559851,0.334,0.666,0.553433499,Wyoming_2009,3.058250804,0.587478966,13.94666667,1.38,15.24666667,2.16
WY1022,Wyoming,WY,2010,13.76,,115,0.612942398,52201,564531,0.334,0.666,0.560767597,Wyoming_2010,2.996838188,0.54043807,14.5,1.76,15.39666667,2.16
